124
YAR014C	166741	168870	166338	2	1	99	95
YAR015W	169374	170294	168870	1	1	100	96
YAR018C	170395	171702	170294	2	1	101	97
YAR019C	172210	175134	171702	2	1	102	98
YAR019W-A	174997	175329	175134	1	1	103	99
YAR020C	176855	177022	175329	2	1	104	100
YAR023C	179280	179819	177022	2	1	105	101
tL(CAA)A	181140	181253	179819	1	2	106	102
tS(AGA)A	182521	182602	181253	2	1	108	103
YAR027W	183769	184476	182602	1	1	109	104
YAR028W	184891	185595	184476	1	1	110	105
YAR029W	186320	186544	185595	1	1	111	106
YAR030C	186511	186852	186544	2	1	112	107
YAR031W	186835	187731	186852	1	1	113	108
YAR033W	188106	188810	187731	1	1	114	109
YAR035W	190192	192255	188810	1	1	115	110
YAR035C-A	192336	192416	192255	2	1	116	111
YAR042W	192618	196184	192416	1	1	117	112
YAR047C	201466	201786	196184	2	1	118	113
YAR050W	203402	208015	201786	1	1	119	114
YAR053W	208366	208662	208015	1	1	120	115
YAR060C	217156	217491	208662	2	1	121	116
YAR061W	218139	218342	217491	1	1	122	117
YAR062W	218548	219144	218342	1	1	123	118
YAR064W	220197	220496	219144	1	1	124	119
YAR066W	221048	221659	220496	1	1	125	120
YAR068W	222405	222890	221659	1	1	126	121
YAR069C	224010	224303	222890	2	1	127	122
YAR070C	224562	224861	224303	2	1	128	123
